Unique_client_ID,y_proba,Race/Ethnicity,SPA,Gender,Age_group_at_assessment,Intervention,InterventionYear,AssessmentYear,TOTAL_SCORE,HISTORY_SUB_SCORE,RISKS_SUB_SCORE,SOCIALIZATION_SUB_SCORE,WELLNESS_SUB_SCORE
58286,0.4095889,White,5,Male,45-59,Assessed Only,,2017,8,1,1,2,4
58296,0.636425041,White,4,Male,25-44,Exited to an other or unknown destination,2019,2017,2,1,0,0,1
58300,0.215271477,White,7,Male,45-59,Permanently Housed,2019,2017,7,2,2,1,2
58303,0.091623632,White,5,Male,45-59,Assessed Only,,2017,12,2,3,2,5
58313,0.060288054,Latino,8,Male,25-44,Exited to a place not meant for habitation,2018,2018,12,2,2,3,5
58320,0.047318218,Latino,2,Male,25-44,Exited to an other or unknown destination,2022,2017,12,2,4,3,3
58324,0.332256859,White,2,Female,25-44,Exited to a place not meant for habitation,2022,2022,4,2,0,0,2
58341,0.069551661,Latino,4,Male,18-24,"Currently active in ""Services Only"" program",,2017,13,2,4,2,5
58342,0.619311036,Latino,7,Female,25-44,Exited to an other or unknown destination,2021,2019,3,1,0,0,2
58345,0.163394399,Black,1,Male,25-44,"Currently active in ""Services Only"" program",,2017,8,2,2,2,2
58347,0.376441219,Black,6,Male,25-44,Exited to an other or unknown destination,2017,2017,3,2,0,1,0
58349,0.046025646,White,6,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",,2022,15,2,3,4,6
58352,0.196742161,Black,,Female,45-59,Assessed Only,,2017,9,2,3,2,2
58367,0.588837608,White,2,Male,45-59,Exited to an other or unknown destination,2017,2017,5,1,1,2,0
58368,0.03545607,White,7,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",,2021,16,2,4,4,6
58373,0.09816236,Black,6,Male,18-24,Exited to an other or unknown destination,2019,2019,12,2,4,3,3
58375,0.479497189,Latino,2,Female,25-44,Exited to an other or unknown destination,2022,2021,5,1,1,1,2
58378,0.21410215,White,2,Female,25-44,Permanently Housed,2018,2017,5,2,0,3,0
58391,0.212352098,White,2,Female,45-59,Exited to an other or unknown destination,2018,2019,8,2,2,1,3
58392,0.024720153,White,2,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",,2021,16,2,4,4,6
58405,0.522403315,Black,6,Female,45-59,Exited to an other or unknown destination,2017,2017,8,1,1,2,4
58415,0.79350095,Black,6,Female,45-59,Permanently Housed,2019,2017,6,0,2,2,2
58426,0.189918596,Latino,8,Female,25-44,"Currently active in ""Services Only"" program",,2017,6,2,2,1,1
58427,0.376441219,Black,6,Male,25-44,Exited to an other or unknown destination,2017,2017,3,2,0,1,0
58430,0.387624875,Black,6,Male,60+,Permanently Housed,,2017,5,2,0,1,1
58434,0.103912029,Black,6,Male,60+,"Matched to Permanent Housing, Not Yet Housed",2021,2019,12,2,3,3,3
58442,0.281320413,Black,2,Female,25-44,Exited to an other or unknown destination,2018,2017,6,2,1,1,2
58447,0.920023536,White,2,Female,45-59,Permanently Housed,,2017,0,0,0,0,0
58471,0.157355258,Latino,1,Male,45-59,Exited to an other or unknown destination,2022,2017,10,2,0,2,6
58473,0.910200424,White,,Male,45-59,Exited to an other or unknown destination,2017,2017,0,0,0,0,0
58479,0.152534994,White,3,Male,25-44,Exited to an other or unknown destination,2017,2017,7,2,0,3,2
58481,0.175107672,Latino,6,Female,18-24,Exited to an other or unknown destination,2017,2019,7,2,0,5,0
58484,0.894321493,White,4,Male,60+,Permanently Housed,2018,2017,1,0,0,0,0
58485,0.212068006,Black,6,Female,45-59,Assessed Only,,2017,8,2,1,4,1
58503,0.423399889,Black,2,Male,45-59,"Currently active in ""Street Outreach"" program",,2017,9,1,2,2,4
58509,0.052630708,Latino,4,Male,25-44,"Currently active in ""Street Outreach"" program",,2022,13,2,2,3,6
58526,0.582470181,White,4,Female,25-44,Exited to an other or unknown destination,2018,2017,8,0,1,3,4
58530,0.116428966,Latino,6,Male,25-44,Exited to an other or unknown destination,2017,2017,7,2,2,3,0
58531,0.143068342,Latino,4,Male,45-59,Exited to an other or unknown destination,2020,2018,9,2,2,2,3
58533,0.202488188,Latino,4,Male,18-24,"Currently active in ""Services Only"" program",,2017,7,2,0,3,2
58535,0.050148041,White,3,Female,60+,Permanently Housed,,2020,15,2,3,4,5
58548,0.058712794,Latino,4,Male,45-59,Exited to an other or unknown destination,2017,2017,13,2,4,3,4
58562,0.422295503,Black,3,Male,60+,Assessed Only,,2017,4,2,0,1,0
58563,0.128298801,Latino,1,Female,25-44,Assessed Only,,2016,8,2,1,3,2
58574,0.163296308,Latino,6,Male,25-44,"Currently active in ""Services Only"" program",,2017,11,1,3,3,4
58582,0.235557385,Latino,5,Male,18-24,"Currently active in ""Services Only"" program",,2017,6,2,2,1,1
58583,0.256312904,Latino,7,Male,25-44,"Currently active in ""Services Only"" program",,2017,9,1,2,2,4
58588,0.699825375,Black,7,Female,18-24,Permanently Housed,2018,2017,4,1,1,1,1
58589,0.197271789,Black,1,Female,18-24,Exited to an other or unknown destination,2020,2018,9,2,2,3,2
58599,0.287968815,Latino,3,Male,18-24,Assessed Only,,2017,5,2,1,1,1
58601,0.826419913,Black,6,Male,25-44,Exited to an other or unknown destination,2019,2017,3,0,1,1,1
58602,0.126522576,Latino,7,Female,25-44,Exited to an other or unknown destination,2017,2017,9,2,0,3,4
58610,0.600385506,White,2,Male,25-44,Exited to an other or unknown destination,2017,2017,2,1,0,1,0
58618,0.870723641,Black,6,Male,45-59,Permanently Housed,2018,2017,3,0,0,2,1
58620,0.115046485,Black,6,Male,25-44,Permanently Housed,,2017,11,2,3,1,5
58624,0.134456126,White,2,Male,45-59,Exited to an other or unknown destination,2017,2017,9,2,3,2,2
58643,0.498579732,Latino,4,Male,45-59,Exited to an other or unknown destination,2018,2017,6,1,0,2,3
58649,0.031242499,Latino,3,Male,25-44,"Currently active in ""Services Only"" program",,2017,15,2,4,3,6
58681,0.032979093,White,,Male,25-44,Assessed Only,,2017,15,2,4,3,6
58692,0.472822383,Latino,3,Male,45-59,Assessed Only,,2017,6,1,2,1,2
58697,0.119317456,Black,4,Male,45-59,Assessed Only,,2017,11,2,2,4,3
58702,0.844018499,Black,6,Male,25-44,Exited to an other or unknown destination,2022,2017,3,0,0,1,2
58704,0.148388257,Latino,2,Female,25-44,Exited to an other or unknown destination,2021,2020,7,2,2,2,1
58705,0.189918596,Latino,4,Female,25-44,Exited to an other or unknown destination,2020,2020,6,2,2,1,1
58706,0.389477228,White,4,Male,25-44,Exited to an other or unknown destination,2017,2017,6,1,1,2,2
58707,0.539340132,White,8,Male,60+,Permanently Housed,2018,2017,5,1,0,2,1
58712,0.648630505,Black,6,Female,60+,Permanently Housed,2017,2017,5,1,0,2,1
58735,0.031242499,Latino,4,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",2017,2021,15,2,4,3,6
58736,0.145277026,Latino,4,Female,25-44,"Currently active in ""Services Only"" program",,2017,7,2,1,3,1
58741,0.485653137,Black,6,Male,60+,"Currently active in ""Emergency Shelter"" program",,2021,7,1,2,2,1
58747,0.306016754,Black,8,Female,25-44,Exited to a place not meant for habitation,2018,2017,5,2,0,2,1
58748,0.164609104,Black,1,Male,25-44,Exited to an other or unknown destination,2017,2018,9,2,2,1,4
58759,0.688570696,Black,8,Female,45-59,Permanently Housed,2017,2017,4,1,0,2,1
58771,0.028438635,White,8,Male,25-44,Exited to an other or unknown destination,2020,2019,15,2,4,4,5
58787,0.694582237,Black,6,Female,18-24,"Currently active in ""Street Outreach"" program",,2017,4,1,0,2,1
58788,0.068889104,Latino,3,Female,25-44,"Currently active in ""PH - Rapid Re-Housing"" program",,2020,11,2,3,3,3
58797,0.222819615,White,5,Male,25-44,"Currently active in ""Day Shelter"" program",,2022,5,2,1,1,1
58803,0.376441219,Black,4,Male,25-44,Exited to an other or unknown destination,2017,2017,3,2,0,1,0
58809,0.078510731,White,5,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",2022,2021,13,2,2,3,6
58811,0.649470915,Black,4,Male,25-44,Permanently Housed,2017,2017,3,1,1,0,1
58813,0.074744457,Black,6,Female,25-44,Permanently Housed,2019,2017,12,2,3,4,3
58821,0.198893148,White,4,Male,18-24,"Matched to Permanent Housing, Not Yet Housed",2022,2018,7,2,3,1,1
58822,0.11025041,Latino,3,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",2020,2020,10,2,3,3,2
58858,0.192248803,White,1,Female,25-44,Permanently Housed,,2017,7,2,0,2,3
58860,0.124850299,Black,6,Female,18-24,Permanently Housed,,2017,11,2,4,3,2
58871,0.408895555,Latino,6,Male,18-24,Permanently Housed,2021,2018,8,1,2,1,4
58881,0.230361662,White,3,Male,45-59,"Currently active in ""Emergency Shelter"" program",,2019,11,1,3,3,4
58895,0.431217326,Black,6,Male,45-59,Permanently Housed,2017,2017,4,2,0,1,1
58901,0.215043936,Black,6,Female,45-59,"Currently active in ""Street Outreach"" program",,2018,10,2,1,2,5
58906,0.619268034,Black,1,Male,60+,Permanently Housed,2017,2017,5,1,0,2,1
58911,0.077034174,Latino,2,Male,18-24,"Matched to Permanent Housing, Not Yet Housed",2021,2020,11,2,3,4,2
58912,0.109719982,White,4,Female,60+,Permanently Housed,,2017,10,2,2,4,1
58914,0.270254715,White,1,Male,18-24,Permanently Housed,2017,2017,6,2,1,1,2
58915,0.327922721,Black,6,Male,45-59,Exited to an other or unknown destination,2017,2017,6,2,0,2,2
58917,0.096008833,Latino,3,Male,60+,Permanently Housed,,2018,11,2,3,2,3
58920,0.09593132,White,2,Male,60+,"Matched to Permanent Housing, Not Yet Housed",,2021,16,1,4,4,6
58941,0.035102414,Asian,3,Male,45-59,Permanently Housed,,2017,16,2,4,4,6
58942,0.878290102,Black,4,Male,25-44,Permanently Housed,,2017,1,0,0,1,0
58943,0.187915053,White,2,Female,45-59,Assessed Only,,2017,8,2,2,2,2
58959,0.073857198,Latino,6,Female,45-59,Assessed Only,,2017,12,2,3,4,3
58964,0.277220629,Latino,3,Male,45-59,Permanently Housed,,2018,5,2,0,2,1
58967,0.840725182,Black,4,Male,18-24,Exited to an other or unknown destination,2019,2017,4,0,1,2,1
58969,0.374957798,White,6,Female,45-59,Permanently Housed,2018,2018,9,1,2,2,4
58970,0.07001149,Latino,4,Male,25-44,"Currently active in ""Street Outreach"" program",,2017,10,2,3,3,2
58976,0.121392468,White,5,Female,25-44,Exited to an other or unknown destination,2017,2017,9,2,2,2,3
58978,0.318691539,Black,5,Female,45-59,Permanently Housed,2017,2018,10,1,3,4,2
58988,0.051441409,Black,4,Male,25-44,Permanently Housed,2022,2019,13,2,4,4,3
58993,0.236866008,Black,1,Male,60+,Permanently Housed,2019,2017,8,2,1,2,2
59001,0.13549054,White,4,Male,45-59,Exited to an institutional destination,2022,2021,10,2,3,1,4
59007,0.142525558,Black,2,Female,18-24,Exited to an other or unknown destination,2018,2018,11,2,4,2,3
59011,0.075286752,Latino,3,Male,18-24,Exited to an other or unknown destination,2022,2020,11,2,2,5,2
59012,0.107545089,Black,8,Female,18-24,Permanently Housed,,2017,12,2,3,4,3
59039,0.066447986,Black,8,Male,25-44,Exited to an other or unknown destination,2017,2018,12,2,3,4,3
59062,0.032979093,White,3,Male,25-44,"Currently active in ""Coordinated Entry"" program",,2021,15,2,4,3,6
59063,0.059429796,Black,6,Male,25-44,Exited to a place not meant for habitation,2018,2017,13,2,4,3,4
59096,0.151733222,Latino,6,Male,25-44,Assessed Only,,2017,7,2,2,1,2
59097,0.131081424,Black,3,Male,60+,Exited to an other or unknown destination,2017,2018,10,2,2,4,1
59103,0.582643091,Black,4,Male,60+,Exited to an other or unknown destination,2018,2017,5,1,0,3,0
59115,0.128298801,Latino,1,Female,25-44,Assessed Only,,2017,8,2,1,3,2
59123,0.210882521,Black,4,Female,45-59,Assessed Only,,2017,13,1,4,4,4
59130,0.100658277,Latino,2,Male,45-59,Exited to an other or unknown destination,2019,2019,10,2,4,2,2
59137,0.156279722,Black,8,Male,45-59,"Matched to Permanent Housing, Not Yet Housed",,2021,9,2,3,3,1
59141,0.037954733,Latino,2,Female,45-59,Exited to an other or unknown destination,2021,2020,16,2,4,4,6
59142,0.133093317,Latino,4,Male,25-44,"Currently active in ""Street Outreach"" program",,2021,7,2,2,2,1
59147,0.460460084,Latino,4,Male,45-59,Exited to an other or unknown destination,2020,2017,6,1,0,3,2
59152,0.50926297,Latino,2,Female,25-44,Permanently Housed,2018,2017,4,1,0,2,1
59155,0.429712882,White,2,Male,60+,Permanently Housed,2018,2017,7,1,0,3,2
59159,0.617578367,White,2,Male,60+,Assessed Only,,2017,4,1,1,0,1
59172,0.066553479,White,4,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",2020,2019,12,2,4,1,5
59177,0.652578427,Black,6,Male,60+,Exited to a place not meant for habitation,2017,2017,4,1,0,2,0
59182,0.130253723,Latino,6,Male,25-44,Exited to an other or unknown destination,2021,2017,7,2,1,3,1
59195,0.071366045,White,5,Male,45-59,Exited to a place not meant for habitation,2020,2017,13,2,4,2,5
59200,0.897898711,White,6,Female,18-24,Exited to an other or unknown destination,2017,2017,1,0,0,1,0
59208,0.540864378,Black,4,Male,45-59,Permanently Housed,2017,2017,2,2,0,0,0
59214,0.067967366,White,5,Male,60+,Permanently Housed,,2020,14,2,3,2,6
59218,0.473829601,Black,6,Male,25-44,Exited to a place not meant for habitation,2022,2017,5,1,2,2,0
59220,0.645289158,White,6,Male,60+,Exited to an other or unknown destination,2017,2017,3,1,0,1,0
59228,0.512012059,Black,6,Male,18-24,Permanently Housed,2018,2017,3,2,0,0,1
59238,0.310904184,Black,7,Male,45-59,Permanently Housed,2022,2022,6,2,3,0,1
59250,0.748420314,Black,8,Female,45-59,Permanently Housed,2018,2017,3,1,0,1,1
59254,0.873892791,Latino,4,Male,60+,Permanently Housed,2018,2017,2,0,0,0,1
59256,0.31460289,Latino,2,Female,18-24,Permanently Housed,2017,2017,5,2,1,1,1
59262,0.03269771,White,2,Male,25-44,Exited to a place not meant for habitation,2022,2017,14,2,4,4,4
59264,0.056804175,White,5,Male,25-44,Assessed Only,,2017,13,2,3,2,6
59270,0.291248954,Latino,7,Male,25-44,Permanently Housed,2017,2017,3,2,0,1,0
59271,0.323766378,Latino,4,Male,25-44,"Currently active in ""Services Only"" program",,2017,3,2,0,0,1
59282,0.698254042,Black,4,Male,18-24,Exited to an other or unknown destination,2017,2017,3,1,0,2,0
59304,0.183718828,Latino,3,Female,25-44,Assessed Only,,2017,7,2,0,2,3
59313,0.12596619,White,6,Male,25-44,Exited to an other or unknown destination,2017,2017,8,2,3,1,2
59325,0.30106733,Black,6,Male,18-24,Exited to an other or unknown destination,2017,2017,6,2,0,3,1
59327,0.050406782,Latino,7,Female,45-59,Exited to an other or unknown destination,2020,2019,15,2,4,3,6
59343,0.281320413,Black,4,Female,25-44,Permanently Housed,2018,2018,6,2,1,1,2
59348,0.151733222,Latino,6,Male,25-44,Exited to an other or unknown destination,2019,2019,7,2,2,1,2
59351,0.588669891,Black,4,Male,60+,Permanently Housed,2019,2018,5,1,1,2,0
59353,0.368972625,Black,4,Male,25-44,Exited to an other or unknown destination,2020,2019,8,1,2,2,3
59359,0.117199522,Latino,7,Female,25-44,Exited to an other or unknown destination,2022,2021,8,2,3,2,1
59366,0.296215933,White,3,Male,25-44,Exited to an other or unknown destination,2017,2017,8,1,2,2,3
59367,0.811012365,Latino,3,Male,25-44,"Currently active in ""Coordinated Entry"" program",,2021,3,0,0,0,3
59377,0.138057998,Black,8,Female,45-59,Exited to an other or unknown destination,2021,2019,10,2,4,3,1
59379,0.556374965,White,7,Female,45-59,Exited to a temporary destination,2018,2018,6,1,2,0,3
59384,0.184814081,Black,6,Female,60+,Exited to an other or unknown destination,2018,2017,10,2,1,3,3
59386,0.062733463,Black,4,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",2022,2017,15,2,4,4,5
59388,0.468495483,Latino,7,Female,45-59,Exited to an other or unknown destination,2017,2017,7,1,2,1,3
59395,0.113194547,White,3,Male,60+,Exited to an other or unknown destination,2020,2020,11,2,2,2,4
59399,0.306016754,Black,3,Female,25-44,Exited to a temporary destination,2022,2021,5,2,0,2,1
59421,0.077772339,White,4,Female,45-59,Permanently Housed,2020,2020,12,2,3,4,3
59426,0.072561522,White,4,Female,25-44,"Matched to Permanent Housing, Not Yet Housed",,2022,11,2,3,3,3
59441,0.271725228,White,3,Female,25-44,Exited to an other or unknown destination,2018,2017,9,1,4,1,3
59455,0.20652859,Latino,3,Male,18-24,Exited to a place not meant for habitation,2017,2017,7,2,1,2,2
59469,0.110959365,Black,1,Male,18-24,Assessed Only,,2018,13,2,3,2,6
59471,0.062815287,Black,2,Male,45-59,Exited to an other or unknown destination,2022,2017,15,2,3,4,6
59478,0.805813262,White,6,Male,60+,Exited to an other or unknown destination,2017,2017,4,0,1,1,1
59479,0.089808063,Latino,5,Female,25-44,Exited to an other or unknown destination,2019,2017,9,2,3,3,1
59487,0.156279722,Black,6,Male,45-59,Exited to an other or unknown destination,2019,2019,9,2,3,3,1
59492,0.328413468,Latino,7,Female,60+,Permanently Housed,2020,2017,5,2,0,1,1
59494,0.176941288,White,4,Male,25-44,Exited to an other or unknown destination,2017,2017,7,2,1,1,3
59497,0.712955998,Black,2,Female,60+,Assessed Only,,2017,4,1,0,1,1
59498,0.08940013,Black,6,Male,25-44,"Currently active in ""Services Only"" program",,2017,11,2,4,2,3
59510,0.170169331,Black,1,Female,45-59,Assessed Only,,2018,9,2,2,4,1
59512,0.126526239,Latino,2,Female,18-24,Exited to an other or unknown destination,2018,2017,10,2,2,3,3
59518,0.181649343,Black,8,Male,25-44,Assessed Only,,2017,8,2,1,2,3
59527,0.045235169,Black,6,Male,25-44,Exited to an other or unknown destination,2020,2022,15,2,4,3,6
59531,0.20917444,White,5,Male,60+,Exited to an other or unknown destination,2022,2018,7,2,2,1,1
59537,0.205834405,White,2,Male,45-59,Exited to a permanent destination,2018,2017,12,1,3,3,5
59538,0.751676268,Black,6,Male,45-59,Exited to an other or unknown destination,2017,2017,2,1,0,1,0
59551,0.067468093,Black,4,Female,25-44,"Matched to Permanent Housing, Not Yet Housed",2022,2021,14,2,4,2,6
59573,0.026483006,Latino,3,Female,25-44,"Currently active in ""Street Outreach"" program",,2022,16,2,4,4,6
59583,0.794263851,White,6,Male,25-44,Exited to an other or unknown destination,2017,2017,2,0,0,2,0
59587,0.6472932,Latino,6,Male,18-24,Exited to an other or unknown destination,2017,2017,3,1,0,1,1
59593,0.057355143,Latino,4,Male,45-59,"Currently active in ""Coordinated Entry"" program",,2021,13,2,3,4,4
59600,0.868578832,Latino,4,Male,25-44,Exited to an other or unknown destination,2021,2017,0,0,0,0,0
59613,0.712955998,Black,8,Female,60+,Exited to an other or unknown destination,2018,2017,4,1,0,1,1
59617,0.089464029,White,4,Female,45-59,Exited to an other or unknown destination,2020,2020,12,2,3,3,4
59618,0.120781619,Latino,5,Female,45-59,Permanently Housed,,2017,10,2,1,4,3
59620,0.092717735,Latino,2,Male,25-44,Exited to a place not meant for habitation,2018,2018,10,2,3,1,4
59630,0.201445715,White,5,Male,25-44,Exited to an other or unknown destination,2021,2020,5,2,2,1,0
59645,0.21183683,Black,4,Male,60+,"Currently active in ""Street Outreach"" program",,2020,9,2,1,2,3
59646,0.35041268,Black,3,Male,60+,Assessed Only,,2017,10,1,3,2,3
59649,0.055488056,White,4,Male,25-44,Permanently Housed,,2022,13,2,2,3,6
59657,0.108530435,Black,8,Male,25-44,Permanently Housed,2018,2018,15,1,4,4,6
59661,0.162089411,Latino,4,Male,25-44,Exited to an other or unknown destination,2020,2019,10,1,3,4,2
59662,0.613940108,Black,8,Male,25-44,Permanently Housed,2020,2017,3,1,1,1,0
59666,0.511832723,Latino,3,Male,18-24,"Currently active in ""Services Only"" program",,2017,6,1,1,1,3
59670,0.590813458,Black,8,Male,60+,Permanently Housed,2018,2017,6,1,1,1,2
59679,0.228164616,Black,2,Female,25-44,Exited to an other or unknown destination,2017,2017,6,2,2,2,0
59699,0.368972625,Black,8,Male,25-44,"Currently active in ""Homelessness Prevention"" program",,2019,8,1,2,2,3
59706,0.410940317,Asian,2,Male,45-59,Assessed Only,,2017,7,1,2,2,2
59709,0.591956938,Black,8,Female,18-24,Permanently Housed,2021,2017,5,1,0,4,0
59714,0.080853821,White,3,Male,45-59,Permanently Housed,,2017,11,2,4,3,2
59716,0.067408268,White,3,Male,60+,Assessed Only,,2017,13,2,3,3,4
59717,0.842312642,Latino,6,Male,45-59,Exited to an other or unknown destination,2017,2017,3,0,0,1,2
59720,0.374195748,Latino,4,Male,25-44,Assessed Only,,2017,5,1,1,3,0
59746,0.044764901,Latino,2,Female,18-24,Exited to an other or unknown destination,2021,2019,15,2,4,4,5
59748,0.628604824,Black,6,Male,25-44,Exited to an other or unknown destination,2017,2017,7,0,1,4,2
59752,0.110080898,White,1,Male,25-44,"Currently active in ""Services Only"" program",,2017,8,2,3,2,1
59753,0.045512013,Latino,4,Male,25-44,"Currently active in ""Services Only"" program",,2017,13,2,2,4,5
59765,0.235140359,White,6,Female,25-44,Exited to an other or unknown destination,2018,2017,10,1,2,3,4
59766,0.723568443,Black,6,Female,45-59,Permanently Housed,2017,2017,3,1,1,1,0
59777,0.385355513,White,2,Female,25-44,Assessed Only,,2017,7,1,1,2,3
59778,0.659193666,White,5,Male,45-59,"Currently active in ""Services Only"" program",,2017,3,1,1,0,1
59782,0.096249933,Latino,7,Male,45-59,Exited to an other or unknown destination,2022,2018,10,2,2,4,2
59793,0.077664088,Latino,3,Male,25-44,Exited to a place not meant for habitation,2022,2017,11,2,1,3,5
59796,0.130452158,Latino,4,Male,25-44,"Currently active in ""Street Outreach"" program",,2019,13,1,4,2,6
59801,0.398266305,Latino,4,Male,45-59,"Currently active in ""PH - Permanent Supportive Housing (disability required for entry)"" program",,2017,9,1,1,1,6
59814,0.215271477,White,2,Male,45-59,Assessed Only,,2017,7,2,2,1,2
59838,0.565403551,White,5,Male,25-44,Assessed Only,,2017,3,1,0,1,1
59839,0.034014907,Black,4,Male,25-44,Permanently Housed,2021,2019,16,2,4,4,6
59847,0.124846678,Black,3,Female,25-44,Assessed Only,,2018,10,2,2,3,3
59850,0.646996866,White,4,Female,60+,Exited to a temporary destination,2017,2018,4,1,1,0,1
59858,0.026934471,Latino,4,Male,25-44,"Matched to Permanent Housing, Not Yet Housed",2017,2019,15,2,4,4,5
59865,0.639359758,Black,2,Male,45-59,Assessed Only,,2017,5,1,2,0,2
59869,0.400465277,White,2,Female,60+,Assessed Only,,2017,8,1,2,2,2
59874,0.301935201,Black,3,Female,45-59,Permanently Housed,2020,2017,7,2,2,1,2
59875,0.346234866,White,3,Female,18-24,Permanently Housed,2017,2017,9,1,2,3,3
59883,0.040048997,White,2,Female,45-59,Exited to an other or unknown destination,2022,2018,16,2,4,4,6
59884,0.094321709,Black,7,Male,45-59,"Currently active in ""Emergency Shelter"" program",,2021,13,2,3,3,5
59891,0.229853596,Latino,8,Male,18-24,"Currently active in ""Services Only"" program",,2017,11,1,4,2,4
59892,0.484655777,Asian,4,Female,25-44,Permanently Housed,2018,2017,5,1,0,2,2
59893,0.232956451,White,4,Female,45-59,Exited to an other or unknown destination,2018,2017,7,2,1,2,2
59897,0.105831786,White,2,Male,45-59,Exited to an other or unknown destination,2020,2018,10,2,4,2,2
59901,0.311467963,Latino,3,Male,18-24,"Currently active in ""Services Only"" program",,2017,9,1,3,2,3
59910,0.706627353,Latino,1,Male,25-44,"Currently active in ""Services Only"" program",,2017,4,0,1,2,1
59916,0.103235504,Latino,4,Male,25-44,Exited to an other or unknown destination,2019,2019,9,2,2,2,3
59917,0.208458345,White,2,Male,45-59,Exited to an other or unknown destination,2022,2021,11,1,4,3,3
59918,0.092495568,White,1,Male,25-44,Exited to an other or unknown destination,2017,2017,9,2,1,4,2
59921,0.314897394,Latino,3,Male,25-44,Exited to an institutional destination,2022,2017,7,1,2,2,2
59930,0.047318218,Latino,8,Male,25-44,"Currently active in ""Services Only"" program",,2018,12,2,4,3,3
59948,0.042481225,White,6,Male,25-44,Exited to a temporary destination,2022,2020,13,2,3,4,4
59956,0.197480003,White,3,Male,25-44,"Currently active in ""Services Only"" program",,2017,5,2,1,2,0
59963,0.465878695,Black,1,Male,18-24,"Currently active in ""Emergency Shelter"" program",,2017,8,1,2,2,3
59964,0.078510731,White,2,Male,45-59,"Currently active in ""Street Outreach"" program",,2017,13,2,2,3,6
59968,0.300363306,Black,2,Male,45-59,"Currently active in ""Services Only"" program",,2017,6,2,1,2,1
59972,0.462494601,Black,6,Female,45-59,Exited to an other or unknown destination,2019,2017,4,2,0,1,1
59983,0.023407927,Latino,4,Male,25-44,Permanently Housed,,2017,16,2,4,4,6
59985,0.29927479,Black,8,Female,25-44,Exited to an other or unknown destination,2018,2017,10,1,2,3,4
59990,0.1669341,Black,6,Female,45-59,Permanently Housed,,2020,15,1,4,4,6
59996,0.549698082,Black,4,Female,25-44,Exited to an other or unknown destination,2017,2018,5,1,3,0,1
60002,0.870723641,Black,4,Male,45-59,Assessed Only,,2017,3,0,0,2,1
60004,0.247099243,Black,6,Male,18-24,Assessed Only,,2017,7,2,1,3,1
60006,0.82028211,Black,6,Female,25-44,Exited to an other or unknown destination,2017,2017,4,0,0,2,2
60020,0.636825063,Latino,5,Female,45-59,Permanently Housed,2018,2017,4,1,0,1,2
60030,0.101463154,Latino,7,Male,45-59,"Currently active in ""Services Only"" program",,2017,11,2,4,1,4
60036,0.107678647,Black,,Male,18-24,"Matched to Permanent Housing, Not Yet Housed",,2022,12,2,2,4,4
60056,0.198942865,Latino,4,Male,60+,Exited to an other or unknown destination,2021,2017,9,2,1,0,5
60061,0.049150274,White,5,Male,25-44,Exited to an institutional destination,2019,2017,13,2,3,3,5
60076,0.31744012,White,4,Male,45-59,Exited to an other or unknown destination,2018,2017,9,1,3,2,3
60079,0.115995949,White,8,Male,45-59,Exited to an other or unknown destination,2018,2018,10,2,2,3,3
60084,0.184036422,Black,4,Male,25-44,"Currently active in ""Services Only"" program",,2017,7,2,2,2,1
60092,0.145453925,Latino,4,Male,18-24,Exited to an other or unknown destination,2022,2017,8,2,2,3,1
60100,0.77286807,Latino,4,Female,45-59,Permanently Housed,2018,2017,4,0,1,3,0
60105,0.118880425,Black,4,Female,60+,Permanently Housed,2022,2018,12,2,4,2,3
60112,0.274558222,Black,6,Female,25-44,Exited to a place not meant for habitation,2017,2017,5,2,0,3,0
60117,0.445838532,Latino,6,Male,25-44,"Currently active in ""Services Only"" program",,2017,4,1,1,2,0
60137,0.339239955,Latino,4,Female,18-24,Exited to an other or unknown destination,2020,2017,9,1,3,2,3
60144,0.696453113,Black,8,Female,25-44,Exited to an other or unknown destination,2020,2017,7,0,2,2,3
60145,0.603890191,Black,6,Female,25-44,Exited to an other or unknown destination,2017,2017,4,1,0,2,1
60153,0.259508077,Black,6,Male,25-44,Exited to an other or unknown destination,2017,2017,5,2,2,1,0
60161,0.565416112,Black,6,Male,25-44,Exited to an other or unknown destination,2022,2021,9,0,2,3,4
60163,0.770726203,White,7,Male,45-59,Permanently Housed,2020,2018,5,0,3,0,2
60165,0.134680197,White,8,Female,25-44,Permanently Housed,,2017,8,2,1,3,2
60166,0.479676328,Black,2,Female,25-44,Permanently Housed,2018,2017,2,2,0,0,0
60169,0.129619857,White,5,Female,45-59,"Matched to Permanent Housing, Not Yet Housed",,2016,10,2,2,3,3
60170,0.694582237,Black,8,Female,18-24,Exited to a place not meant for habitation,2017,2017,4,1,0,2,1
60180,0.063533244,White,5,Male,25-44,Permanently Housed,2021,2016,12,2,2,3,5
60189,0.505798671,Black,4,Male,25-44,"Currently active in ""Services Only"" program",,2017,5,1,1,2,1
